date,HUFL,HULL,MUFL,MULL,LUFL,OT,OT(LULL)
7/3/2016 01:00,9.779000282,5.223999977,6.71600008,2.842999935,2.650000095,1.674999952,0.364783884
7/3/2016 02:00,10.38199997,4.68900013,7.320000172,2.203000069,2.984999895,1.85800004,0.35598623
7/3/2016 03:00,9.779000282,4.152999878,6.822999954,1.99000001,2.528000116,1.674999952,0.353436185
7/3/2016 04:00,10.71700001,4.756000042,7.355999947,2.806999922,2.650000095,1.797000051,0.376131582
7/3/2016 05:00,10.31499958,4.68900013,7.390999794,2.451999903,2.924000025,1.85800004,0.426749968
7/3/2016 06:00,12.59200001,5.223999977,8.670999527,2.203000069,3.71600008,1.949000001,0.519189086
7/3/2016 07:00,11.11900043,4.622000217,7.888999939,2.842999935,3.625,1.91900003,0.588295295
7/3/2016 08:00,10.64999962,4.421000004,7.035999775,2.025000095,3.594000101,1.91900003,0.586127757
7/3/2016 09:00,10.04699993,4.21999979,6.43200016,1.669999957,3.686000109,1.949000001,0.581537677
7/3/2016 10:00,11.72099972,5.090000153,7.888999939,2.559000015,3.563999891,1.85800004,0.575672574
7/3/2016 11:00,12.12300014,5.357999802,8.065999985,2.486999989,4.081999779,1.91900003,0.568532449
7/3/2016 12:00,9.979999542,5.022999763,6.857999802,2.559000015,3.289999962,1.85800004,0.557312253
7/3/2016 13:00,9.243000031,4.956999779,6.289999962,2.630000114,3.137000084,1.888000011,0.550427132
7/3/2016 14:00,10.18099976,5.425000191,7.177999973,3.019999981,3.075999975,1.888000011,0.530409282
7/3/2016 15:00,9.645000458,5.425000191,7.106999874,2.664999962,3.015000105,1.827999949,0.527349229
7/3/2016 16:00,9.779000282,4.889999866,6.502999783,2.984999895,3.075999975,2.00999999,0.539334438
7/3/2016 17:00,11.11900043,5.157000065,7.320000172,2.914000034,3.806999922,1.980000019,0.600535509
7/3/2016 18:00,11.05200005,4.956999779,7.390999794,2.523000002,3.686000109,1.980000019,0.617110799
7/3/2016 19:00,10.7840004,4.889999866,7.214000225,2.486999989,3.594000101,1.888000011,0.603850567
7/3/2016 20:00,11.18599987,4.889999866,7.177999973,2.345000029,3.960000038,1.91900003,0.58115517
7/3/2016 21:00,10.44900036,4.889999866,6.610000134,2.309999943,3.806999922,2.040999889,0.538314421
7/3/2016 22:00,9.578000069,5.760000229,6.787000179,3.127000093,3.259000063,1.888000011,0.4743083
7/3/2016 23:00,9.31000042,5.760000229,6.610000134,3.055999994,3.167999983,1.888000011,0.401504526
7/4/2016 00:00,9.913000107,5.894000053,6.254000187,2.630000114,3.015000105,1.85800004,0.35483871
7/4/2016 01:00,8.975000381,4.956999779,6.289999962,2.664999962,2.862999916,1.827999949,0.32627821
7/4/2016 02:00,8.640000343,4.822999954,6.147999763,2.594000101,2.924000025,1.827999949,0.312507969
7/4/2016 03:00,9.175999641,5.492000103,5.578999996,2.381000042,2.862999916,1.85800004,0.304985337
7/4/2016 04:00,9.109000206,4.822999954,5.650000095,2.523000002,2.772000074,1.797000051,0.324110672
7/4/2016 05:00,9.845999718,5.559000015,5.96999979,2.948999882,3.107000113,1.888000011,0.366186408
7/4/2016 06:00,11.5880003,5.425000191,7.390999794,2.806999922,3.806999922,1.980000019,0.459773046
7/4/2016 07:00,11.78800011,6.09499979,7.214000225,2.984999895,3.898999929,2.040999889,0.529006758
7/4/2016 08:00,10.58300018,5.960999966,7.143000126,2.914000034,3.654999971,2.071000099,0.534999362
7/4/2016 09:00,11.5880003,6.296000004,7.568999767,3.055999994,3.471999884,2.00999999,0.536529389
7/4/2016 10:00,11.92199993,6.229000092,7.710999966,3.055999994,3.746000051,1.949000001,0.530664287
7/4/2016 11:00,12.32400036,5.559000015,8.421999931,3.233999968,4.203000069,1.980000019,0.523269157
7/4/2016 12:00,10.38199997,5.894000053,6.857999802,2.630000114,3.563999891,1.949000001,0.510008925
7/4/2016 13:00,10.04699993,5.425000191,6.751999855,3.019999981,3.319999933,1.949000001,0.494198648
7/4/2016 14:00,10.51599979,6.027999878,7.106999874,3.375999928,3.137000084,1.91900003,0.482595945
7/4/2016 15:00,10.71700001,6.09499979,6.787000179,3.019999981,3.167999983,2.00999999,0.469463216
7/4/2016 16:00,9.979999542,5.022999763,6.502999783,2.559000015,3.441999912,2.040999889,0.474435803
7/4/2016 17:00,11.31999969,5.090000153,7.355999947,2.451999903,3.868000031,2.040999889,0.546984572
7/4/2016 18:00,11.38700008,4.956999779,7.355999947,2.451999903,4.295000076,2.193000078,0.589060309
7/4/2016 19:00,9.376999855,3.88499999,6.894000053,2.239000082,2.467000008,1.187999964,0.570444983
7/4/2016 20:00,10.11400032,4.085999966,7.143000126,2.239000082,2.954999924,1.462000012,0.550044626
7/4/2016 21:00,10.38199997,4.822999954,6.894000053,2.309999943,3.503000021,2.00999999,0.512303965
7/4/2016 22:00,9.645000458,4.889999866,6.610000134,1.91900003,3.259000063,1.91900003,0.455055463
7/4/2016 23:00,12.72599983,6.497000217,9.345999718,3.482000113,3.167999983,1.980000019,0.390539334
7/5/2016 00:00,11.98900032,5.625999928,8.777000427,2.948999882,3.197999954,1.980000019,0.343618513
7/5/2016 01:00,12.52499962,6.296000004,8.954999924,3.163000107,3.137000084,2.00999999,0.308682902
7/5/2016 02:00,12.32400036,6.296000004,8.812999725,3.375999928,2.984999895,1.91900003,0.284329976
7/5/2016 03:00,10.71700001,5.425000191,8.065999985,2.878000021,2.832999945,1.85800004,0.273619788
7/5/2016 04:00,11.31999969,5.625999928,7.676000118,2.630000114,3.046000004,1.888000011,0.270942241
7/5/2016 05:00,10.85099983,4.68900013,6.822999954,1.883000016,3.319999933,2.040999889,0.289302563
7/5/2016 06:00,13.32900047,5.425000191,8.883999825,2.736000061,4.081999779,1.949000001,0.325895703
7/5/2016 07:00,11.45400047,5.223999977,7.853000164,2.772000074,3.654999971,2.00999999,0.358536274
7/5/2016 08:00,11.05200005,5.960999966,7.461999893,3.127000093,3.563999891,2.101999998,0.376386587
7/5/2016 09:00,10.98499966,6.027999878,7.532999992,2.700999975,3.411000013,2.040999889,0.403799566
7/5/2016 10:00,12.79300022,5.960999966,8.56400013,3.447000027,3.838000059,2.163000107,0.41030218
7/5/2016 11:00,13.39599991,6.429999828,8.741999626,3.482000113,4.598999977,2.253999949,0.399464491
7/5/2016 12:00,11.25300026,5.425000191,7.676000118,2.736000061,3.594000101,2.00999999,0.368608951
7/5/2016 13:00,9.913000107,4.554999828,6.681000233,2.309999943,3.319999933,1.91900003,0.349993625
7/5/2016 14:00,10.18099976,5.357999802,7.320000172,2.486999989,3.319999933,2.071000099,0.339028433
7/5/2016 15:00,10.85099983,5.223999977,7.249000072,2.415999889,3.319999933,1.949000001,0.338518424
7/5/2016 16:00,10.04699993,5.022999763,6.894000053,2.736000061,3.167999983,2.253999949,0.35254367
7/5/2016 17:00,11.92199993,5.425000191,7.923999786,2.878000021,4.386000156,2.101999998,0.425474946
7/5/2016 18:00,11.45400047,4.956999779,7.461999893,2.345000029,3.99000001,2.040999889,0.451357899
7/5/2016 19:00,10.85099983,4.68900013,7.071000099,2.345000029,3.806999922,1.949000001,0.434910111
7/5/2016 20:00,11.18599987,4.622000217,7.284999847,2.203000069,3.898999929,1.888000011,0.414382252
7/5/2016 21:00,10.64999962,4.68900013,6.894000053,2.167999983,3.806999922,2.00999999,0.375876578
7/5/2016 22:00,9.979999542,4.354000092,6.644999981,1.91900003,3.563999891,1.980000019,0.336350886
7/5/2016 23:00,11.85499954,5.760000229,7.81799984,2.700999975,3.259000063,1.949000001,0.285094989
7/6/2016 00:00,10.38199997,5.090000153,6.467000008,2.842999935,3.015000105,1.827999949,0.239576693
7/6/2016 01:00,10.71700001,5.425000191,7.498000145,2.309999943,2.832999945,1.91900003,0.210633686
7/6/2016 02:00,10.85099983,5.357999802,7.81799984,2.878000021,2.832999945,1.85800004,0.195333418
7/6/2016 03:00,9.779000282,5.157000065,5.96999979,2.345000029,3.167999983,2.131999969,0.185260742
7/6/2016 04:00,9.376999855,4.487999916,6.254000187,2.273999929,3.015000105,2.040999889,0.182583195
7/6/2016 05:00,11.38700008,5.559000015,7.853000164,2.842999935,3.259000063,2.345000029,0.193420885
7/6/2016 06:00,11.85499954,4.487999916,8.208999634,2.096999884,3.868000031,1.85800004,0.218666327
7/6/2016 07:00,12.52499962,6.162000179,9.131999969,3.625,3.532999992,1.888000011,0.249266862
7/6/2016 08:00,12.72599983,6.362999916,9.345999718,3.375999928,3.71600008,1.980000019,0.268264695
7/6/2016 09:00,11.11900043,4.756000042,7.177999973,2.131999969,3.349999905,1.980000019,0.296187683
7/6/2016 10:00,11.78800011,4.889999866,8.031000137,2.451999903,3.563999891,1.85800004,0.314675507
7/6/2016 11:00,13.12800026,4.956999779,8.670999527,2.772000074,3.99000001,1.91900003,0.326788219
7/6/2016 12:00,10.58300018,4.756000042,7,2.061000109,2.954999924,1.644999981,0.328318246
7/6/2016 13:00,10.31499958,5.290999889,7.498000145,2.345000029,3.046000004,1.70599997,0.330103277
7/6/2016 14:00,9.444000244,5.022999763,6.965000153,2.203000069,2.650000095,1.644999981,0.342088487
7/6/2016 15:00,10.44900036,4.21999979,7,2.381000042,2.710999966,1.583999991,0.346678567
7/6/2016 16:00,9.845999718,4.085999966,7.071000099,1.91900003,2.710999966,1.552999973,0.372306515
7/6/2016 17:00,10.98499966,4.756000042,7.639999866,2.630000114,3.289999962,1.644999981,0.443197756
7/6/2016 18:00,10.71700001,4.287000179,7.320000172,2.096999884,3.319999933,1.644999981,0.468698202
7/6/2016 19:00,9.175999641,3.549999952,6.005000114,1.56400001,3.107000113,1.613999963,0.457478006
7/6/2016 20:00,9.645000458,4.152999878,6.254000187,1.457000017,3.411000013,1.735999942,0.436440138
7/6/2016 21:00,8.505999565,2.880000114,5.436999798,0.745999992,3.532999992,1.827999949,0.406604616
7/6/2016 22:00,10.51599979,3.348999977,7.106999874,1.279000044,3.259000063,1.644999981,0.363253857
7/6/2016 23:00,13.39599991,4.68900013,10.23400021,2.381000042,3.259000063,1.674999952,0.317990565
7/7/2016 00:00,12.59200001,5.157000065,9.204000473,2.309999943,2.772000074,1.613999963,0.276169833
7/7/2016 01:00,14.19999981,6.229000092,11.19400024,3.447000027,2.559000015,1.552999973,0.258064516
7/7/2016 02:00,12.59200001,6.229000092,10.9090004,3.696000099,2.528000116,1.523000002,0.250159378
7/7/2016 03:00,14.2670002,6.362999916,11.12199974,3.872999907,2.832999945,1.674999952,0.249011858
7/7/2016 04:00,12.59200001,5.090000153,9.204000473,2.772000074,2.680000067,1.827999949,0.263802117
7/7/2016 05:00,13.73099995,5.625999928,10.66100025,2.984999895,3.229000092,1.76699996,0.329465766
7/7/2016 06:00,15.13700008,5.760000229,11.22900009,2.948999882,3.319999933,1.644999981,0.427387479
7/7/2016 07:00,14.2670002,5.960999966,10.80300045,3.197999954,3.381000042,1.797000051,0.499043733
7/7/2016 08:00,12.52499962,5.090000153,9.31000042,3.055999994,3.075999975,1.797000051,0.504526329
7/7/2016 09:00,12.32400036,5.559000015,8.670999527,2.842999935,3.015000105,1.674999952,0.510136427
7/7/2016 10:00,13.26200008,6.09499979,9.807999611,2.842999935,3.441999912,1.76699996,0.514471503
7/7/2016 11:00,12.32400036,4.956999779,8.244000435,2.559000015,3.99000001,1.735999942,0.497768711
7/7/2016 12:00,9.645000458,3.617000103,6.787000179,1.598999977,3.046000004,1.523000002,0.486548515
7/7/2016 13:00,10.51599979,4.554999828,7.390999794,2.131999969,2.802000046,1.552999973,0.480938416
7/7/2016 14:00,9.376999855,3.818000078,6.573999882,1.56400001,2.650000095,1.552999973,0.462323091
7/7/2016 15:00,9.109000206,3.684000015,6.610000134,1.598999977,2.588999987,2.131999969,0.448297845
7/7/2016 16:00,9.243000031,3.415999889,6.538000107,1.70599997,2.984999895,1.552999973,0.459518042
7/7/2016 17:00,10.44900036,4.21999979,7.320000172,2.096999884,3.229000092,1.523000002,0.531556802
7/7/2016 18:00,11.05200005,4.287000179,7.604000092,1.99000001,3.471999884,1.674999952,0.571082494
7/7/2016 19:00,10.11400032,4.085999966,6.857999802,1.953999996,3.259000063,1.644999981,0.564069871
7/7/2016 20:00,11.11900043,4.152999878,7.427000046,1.91900003,3.746000051,1.674999952,0.547877088
7/7/2016 21:00,10.44900036,3.282000065,7.106999874,1.279000044,3.594000101,1.70599997,0.504143823
7/7/2016 22:00,10.51599979,3.88499999,7.355999947,1.598999977,3.167999983,1.674999952,0.443962769
7/7/2016 23:00,11.85499954,5.357999802,8.883999825,3.197999954,3.075999975,1.552999973,0.383271707
7/8/2016 00:00,11.85499954,4.756000042,8.883999825,2.984999895,2.954999924,1.523000002,0.333290833
7/8/2016 01:00,10.38199997,4.756000042,7.994999886,2.630000114,2.497999907,1.340000033,0.304985337
7/8/2016 02:00,11.18599987,5.223999977,8.706000328,2.594000101,2.375999928,1.401000023,0.298610226
7/8/2016 03:00,10.24800014,4.554999828,7.747000217,2.736000061,2.437000036,1.491999984,0.294912661
7/8/2016 04:00,10.91800022,4.085999966,8.244000435,2.594000101,2.315000057,1.462000012,0.318500574
7/8/2016 05:00,12.6590004,5.223999977,9.416999817,2.700999975,2.894000053,1.613999963,0.370521484
7/8/2016 06:00,13.59700012,5.425000191,9.737000465,2.984999895,3.471999884,1.644999981,0.470228229
7/8/2016 07:00,10.38199997,4.085999966,7.214000225,2.025000095,3.289999962,1.644999981,0.538441923
7/8/2016 08:00,9.979999542,4.554999828,6.71600008,2.273999929,3.289999962,1.797000051,0.535764376
7/8/2016 09:00,9.645000458,4.019000053,6.894000053,2.594000101,3.015000105,1.644999981,0.527731735
7/8/2016 10:00,11.72099972,4.756000042,7.994999886,2.167999983,3.381000042,1.735999942,0.514599005
7/8/2016 11:00,11.78800011,4.21999979,8.031000137,2.131999969,3.928999901,1.827999949,0.497641209
7/8/2016 12:00,10.44900036,4.085999966,7.355999947,1.812000036,3.167999983,1.674999952,0.477495856
7/8/2016 13:00,10.18099976,3.415999889,6.857999802,1.741000056,3.046000004,1.613999963,0.471120745
7/8/2016 14:00,12.92700005,5.022999763,6.751999855,1.527999997,5.696000099,2.223999977,0.453015428
7/8/2016 15:00,10.18099976,4.21999979,6.573999882,1.741000056,3.015000105,1.644999981,0.441412725
7/8/2016 16:00,9.444000244,3.549999952,6.610000134,1.279000044,2.924000025,1.613999963,0.443580263
7/8/2016 17:00,10.31499958,4.085999966,7.177999973,2.096999884,3.229000092,1.644999981,0.505801352
7/8/2016 18:00,10.71700001,3.88499999,7.106999874,1.741000056,3.563999891,1.674999952,0.542011985
7/8/2016 19:00,10.18099976,3.617000103,6.467000008,1.421000004,3.594000101,1.674999952,0.533851842
7/8/2016 20:00,11.85499954,4.085999966,7.639999866,1.56400001,4.263999939,1.85800004,0.517531557
7/8/2016 21:00,12.72599983,4.354000092,8.244000435,2.131999969,4.295000076,1.76699996,0.483488461
7/8/2016 22:00,14.06599998,5.357999802,9.666000366,2.239000082,3.77699995,1.70599997,0.41654979
7/8/2016 23:00,18.15200043,8.840999603,12.40200043,4.19299984,5.81799984,3.046000004,0.352671172
7/9/2016 00:00,14.60200024,5.960999966,11.30000019,3.339999914,3.259000063,1.76699996,0.303072804
7/9/2016 01:00,14.53499985,6.162000179,11.69099998,3.90899992,3.046000004,1.644999981,0.282162438
7/9/2016 02:00,14.40100002,6.296000004,11.72700024,3.944000006,2.802000046,1.613999963,0.269794721
7/9/2016 03:00,13.9989996,6.497000217,10.94499969,3.197999954,2.710999966,1.674999952,0.265459646
7/9/2016 04:00,14.06599998,6.296000004,11.30000019,3.482000113,2.832999945,2.00999999,0.27145225
7/9/2016 05:00,14.2670002,5.425000191,10.8380003,3.019999981,3.319999933,1.76699996,0.316843045
7/9/2016 06:00,14.60200024,5.69299984,10.8739996,3.055999994,3.289999962,1.735999942,0.417059799
7/9/2016 07:00,9.109000206,2.611999989,6.395999908,1.065999985,2.740999937,1.523000002,0.486038506
7/9/2016 08:00,11.45400047,3.415999889,8.279999733,1.101999998,3.137000084,1.76699996,0.478770878
7/9/2016 09:00,9.779000282,3.549999952,6.005000114,1.70599997,3.289999962,1.644999981,0.47545582
7/9/2016 10:00,10.85099983,4.21999979,6.573999882,1.243999958,3.471999884,1.797000051,0.477495856
7/9/2016 11:00,10.51599979,3.48300004,6.610000134,1.350000024,3.868000031,1.735999942,0.460283055
7/9/2016 12:00,9.779000282,3.617000103,5.899000168,0.852999985,3.229000092,1.70599997,0.4400102
7/9/2016 13:00,10.24800014,3.750999928,6.610000134,1.243999958,3.046000004,1.552999973,0.427642484
7/9/2016 14:00,9.645000458,4.019000053,6.822999954,1.56400001,3.046000004,1.552999973,0.402779549
7/9/2016 15:00,9.578000069,3.818000078,6.361000061,1.491999984,3.075999975,1.613999963,0.390539334
7/9/2016 16:00,11.98900032,4.152999878,6.43200016,1.527999997,5.604000092,2.193000078,0.401377024
7/9/2016 17:00,10.7840004,3.818000078,6.644999981,1.207999945,3.868000031,1.888000011,0.477878363
7/9/2016 18:00,10.11400032,3.415999889,6.254000187,1.207999945,3.686000109,2.040999889,0.521229122
7/9/2016 19:00,9.444000244,3.148000002,5.96999979,1.101999998,3.411000013,1.644999981,0.516639041
7/9/2016 20:00,11.31999969,3.48300004,7.427000046,1.812000036,4.051000118,1.674999952,0.502613796
7/9/2016 21:00,13.52999973,4.756000042,9.522999763,2.700999975,3.898999929,1.462000012,0.457860513
7/9/2016 22:00,12.45800018,5.827000141,8.918999672,3.552999973,3.503000021,1.583999991,0.405202091
7/9/2016 23:00,13.32900047,5.357999802,9.593999863,2.451999903,3.289999962,1.552999973,0.342598495
7/10/2016 00:00,15.27099991,6.229000092,9.737000465,2.736000061,5.482999802,2.00999999,0.298610226
7/10/2016 01:00,15.53899956,6.09499979,10.51799965,3.163000107,5.208000183,2.040999889,0.27540482
7/10/2016 02:00,15.13700008,6.362999916,9.630000114,3.233999968,4.934000015,1.91900003,0.271834757
7/10/2016 03:00,14.40100002,5.894000053,8.493000031,2.984999895,4.934000015,1.980000019,0.269284712
7/10/2016 04:00,14.13300037,5.157000065,8.598999977,2.451999903,4.965000153,1.949000001,0.286625016
7/10/2016 05:00,13.9989996,4.354000092,8.706000328,2.131999969,5.269000053,2.040999889,0.348208594
7/10/2016 06:00,14.93700027,5.625999928,9.026000023,1.91900003,5.81799984,2.101999998,0.443325258
7/10/2016 07:00,13.32900047,4.554999828,7.710999966,1.457000017,5.573999882,2.193000078,0.517021548
7/10/2016 08:00,10.85099983,4.554999828,7.320000172,2.203000069,3.197999954,1.76699996,0.504781334
7/10/2016 09:00,9.845999718,4.287000179,6.857999802,1.812000036,3.167999983,1.70599997,0.493943644
7/10/2016 10:00,10.24800014,3.951999903,6.857999802,1.70599997,3.381000042,1.797000051,0.488461048
7/10/2016 11:00,11.85499954,4.019000053,7.604000092,1.812000036,4.142000198,1.735999942,0.481830932
7/10/2016 12:00,8.572999954,3.282000065,5.578999996,1.136999965,2.984999895,1.523000002,0.471248247
7/10/2016 13:00,8.640000343,3.08100009,5.507999897,1.031000018,2.710999966,1.432000041,0.469845722
7/10/2016 14:00,8.305999756,2.411000013,5.188000202,0.711000025,2.924000025,1.523000002,0.447150325
7/10/2016 15:00,8.774000168,3.348999977,6.147999763,1.350000024,2.528000116,1.432000041,0.43312508
7/10/2016 16:00,8.038000107,2.545000076,5.614999771,0.888000011,2.467000008,1.340000033,0.442432743
7/10/2016 17:00,9.175999641,2.746000051,6.289999962,1.136999965,3.229000092,1.432000041,0.499043733
7/10/2016 18:00,9.444000244,3.214999914,6.395999908,1.421000004,3.167999983,1.523000002,0.522249139
7/10/2016 19:00,8.505999565,2.880000114,5.791999817,1.101999998,2.710999966,1.309999943,0.514726508
7/10/2016 20:00,10.04699993,3.08100009,6.857999802,1.279000044,3.167999983,1.309999943,0.499553742
7/10/2016 21:00,9.711999893,2.075999975,6.395999908,0.603999972,3.289999962,1.309999943,0.458625526
7/10/2016 22:00,9.979999542,3.08100009,7,1.315000057,2.862999916,1.309999943,0.389264312
7/10/2016 23:00,9.979999542,3.549999952,7.214000225,1.883000016,2.680000067,1.279000044,0.325513196
7/11/2016 00:00,13.59700012,5.357999802,8.989999771,2.700999975,4.873000145,1.797000051,0.278082366
7/11/2016 01:00,13.59700012,4.889999866,8.493000031,1.91900003,4.568999767,1.674999952,0.251179396
7/11/2016 02:00,12.12300014,4.085999966,7.071000099,1.77699995,4.598999977,1.674999952,0.236261635
7/11/2016 03:00,11.98900032,3.951999903,7.568999767,1.598999977,4.477000237,1.735999942,0.235114114
7/11/2016 04:00,11.98900032,4.21999979,7.568999767,1.598999977,4.355999947,1.91900003,0.238429173
7/11/2016 05:00,12.99400043,4.421000004,7.853000164,1.598999977,4.568999767,1.674999952,0.280122402
7/11/2016 06:00,13.79800034,4.085999966,8.137999535,2.096999884,5.269000053,1.76699996,0.384291725
7/11/2016 07:00,12.99400043,4.152999878,8.173000336,2.025000095,5.208000183,1.888000011,0.455692975
7/11/2016 08:00,9.979999542,3.818000078,7.249000072,1.56400001,2.894000053,1.432000041,0.459263037
7/11/2016 09:00,10.11400032,3.88499999,6.644999981,1.669999957,2.772000074,1.371000051,0.467933189
7/11/2016 10:00,9.845999718,3.348999977,6.787000179,1.812000036,2.405999899,1.491999984,0.475965829
7/11/2016 11:00,10.98499966,3.617000103,7.143000126,1.598999977,3.503000021,1.371000051,0.470610736
7/11/2016 12:00,8.371999741,2.812999964,5.507999897,0.569000006,2.680000067,1.218000054,0.45658549
7/11/2016 13:00,8.907999992,2.880000114,5.791999817,0.745999992,2.588999987,1.187999964,0.441030218
7/11/2016 14:00,9.041999817,3.013999939,6.289999962,0.995000005,2.588999987,1.279000044,0.415019763
7/11/2016 15:00,9.243000031,3.214999914,6.361000061,1.031000018,2.680000067,1.156999946,0.388626801
7/11/2016 16:00,8.23900032,2.812999964,5.721000195,1.243999958,2.528000116,1.248999953,0.382634196
7/11/2016 17:00,8.975000381,2.880000114,5.934000015,1.243999958,3.015000105,1.248999953,0.425092439
7/11/2016 18:00,8.505999565,2.344000101,5.578999996,0.745999992,2.894000053,1.156999946,0.430575035
7/11/2016 19:00,7.836999893,2.075999975,5.223999977,0.532999992,2.588999987,1.126999974,0.419482341
7/11/2016 20:00,9.175999641,1.942000031,6.183000088,0.603999972,2.894000053,0.975000024,0.401759531
7/11/2016 21:00,9.175999641,2.009000063,6.218999863,0.603999972,2.954999924,0.975000024,0.36516639
7/11/2016 22:00,8.371999741,3.013999939,6.289999962,1.207999945,2.437000036,0.944000006,0.311487951
